;author;text;date;rating;StyleID
24;Unkown;Material und Form richtig gut ... vertuscht auch ein paar kg zu viel ;2019-01-28 15:05:07;5;8623725
25;Unkown;Passend zum BH gekauft, sitz gut auch nach  mehrmaligen Waschen.;2019-01-28 15:05:07;5;515928
26;Unkown;Wäre schön aber Material zu dick und zu fest fühle ich mich nicht wohl.;2019-01-28 15:05:07;3;8623725
27;Unkown;Gut;2019-01-28 15:05:07;3;654563
28;Unkown;Bügel BH waren von der Qualität und Farbe sehr schön .Gingen leider zurück Körbchen zu klein.Ansonsten alles OK.;2019-01-28 15:05:07;4;654563
29;Unkown;War mir in 44 zu klein, ziemlich eng geschnitten.;2019-01-28 15:05:07;4;8623725
30;Unkown;Nicht anprobiert, da mir der BH den ich dazu bestellte nicht passte.;2019-01-28 15:05:07;4;515928
31;Unkown;hab ihn mir besser vorgestellt;2019-01-28 15:05:07;2;655046
32;Unkown;Das Material war nicht so schön,deshalb saß er nicht so wie gewohnt. Aber der Preis war super.;2019-01-28 15:05:07;3;654563
33;Unkown;Sehr schönes Material, optimal für heisse Tage.;2019-01-28 15:05:07;5;709229
34;Unkown;Gute Qualität.  Gute passform. Mein Mann ist begeistert. ;2019-01-28 15:05:07;5;434886
35;Unkown;Sehr schlechte Qualität, dünnes Material, schlechte Sohle.... Wer sich seine Füße nicht platt laufen will, lässt besser die Finger davon!;2019-01-28 15:05:07;1;553018
36;Unkown;sah wider Erwarten langweilig aus und eher wie ein Nachthemd!!;2019-01-28 15:05:07;2;709229
37;Unkown;Für schmale Füße nicht geeignet, da der Fuß sehr unschmeichelhaft zur Geltung kommt. Schicke das Paar wieder zurück. ;2019-01-28 15:05:07;2;553018
38;Unkown;Qualität der Ware ist gut, man könnte noch dazuschreiben das man das Kreuselband noch besorgen muss, ich dachte man kann den Vorhang direkt aufhängen. Recht lange Wartezeit von 3 Wochen.;2019-01-28 15:05:07;4;9743730
39;Unkown;gut weich fließende Qualität. schönes silbergrau. Solide verarbeitet.;2019-01-28 15:05:07;5;9743730
40;Unkown;"hab mir die gardinen einmal in allen farben bestellt und in 4 facher ausführung... das orange ist wirklich eher ein ausgewaschens ""dreck orange"" und grün kam 3 mal in einer schönen farbe und einmal ganz andere qualität und ausgewaschens grün...  an sich scheint die qualität aber zu passen, hat sich super angefühlt und macht dunkel";2019-01-28 15:05:07;3;9743730
41;Unkown;Preisleistungsvethältnis TOP, Farbe super, Qualität völlig okay...;2019-01-28 15:05:07;4;44970574
42;Unkown;An sich ist der BH sehr bequem und sitzt angenehm. Leider sind die Träger und der Verschluss hinten sehr breit (wesentlich breiter, als auf dem Bild abgebildet) und zudem bestehen die Träger aus stark elastischem Material, was dazu führt, dass bei mehr Oberweite der Verschluss hinten automatisch nach oben gezogen wird. Für den Preis und als Alltags-BH schon tauglich, schön anzusehen ist er aber mit der Zeit des Tragens nicht mehr.;2019-01-28 15:05:07;2;654563
43;Unkown;Ich habe mit diesen Shirts nur gute Erfahrungen gemacht. Leider vermisse ich in letzter Zeit die grau/weiß/schwarzen Packungen. 10.03.08 YE: ok? nicht freischalten, tm ;2019-01-28 15:05:07;4;1709054
44;Unkown;Da ich kürzlich renoviert habe passen die Vorhänge ganz hervorragend in das Zimmer. Ganz besonders möchte ich die schnelle Lieferung hervorheben. Großartiger Service von bon prix.;2019-01-28 15:05:07;5;9743730
45;Unkown;Festes gut fallendes Material ,läßt sich gut waschen und sofort wieder aufhängen .Kein bügeln notwendig .Wie in der Produktbeschreibung angegeben Verdunklung und Hitze-Kälte isolierend wird erfüllt .in der Farbe weiß hätte mir besser gefallen gibt es aber leider nicht;2019-01-28 15:05:07;4;9743730
46;Unkown;Wir sind sehr zufrieden.;2019-01-28 15:05:07;5;9743730
47;Unkown;Material ist klasse. Passform perfekt. Preis klasse. ;2019-01-28 15:05:07;5;434886
48;Unkown;Sehr angenehmes tragegefühl, gute passform, gute verarbeitung und Material ;2019-01-28 15:05:07;5;654563
49;Unkown;Bin sehr zufrieden mit diesen BH's. Sitzen gut und sind dadurch, dass sie aus Baumwolle sind, besonders angenehm bei hoher Wärme. ;2019-01-28 15:05:07;5;654563
50;Unkown;Sehr bequeme Schuhe. Ich kann sie nur empfehlen.;2019-01-28 15:05:07;5;553018
51;Unkown;super Qualität, sehr schöne Farbe;2019-01-28 15:05:07;4;9743730
52;Unkown;Tragen sich durch die Baumwolle,nur könnten etwas bequemere Bügel vertragen,den durch aktives bewegen,scheuern sie etwas auf der Haut;2019-01-28 15:05:07;4;654563
53;Unkown;Material, Qualität, Preis sind echt top. Danke;2019-01-28 15:05:07;5;9743730
54;Unkown;Die Farbe ist wie abgebildet. Dunkelt gut ab. Gardine in Ordnung. ;2019-01-28 15:05:07;4;9743730
55;Unkown;So alles ok;2019-01-28 15:05:07;2;655046
56;Unkown;ein super Sport BH, Artikel hält was er verspricht ;2019-01-28 15:05:07;5;655046
57;Unkown;Ich mag diese Unterhosen sehr. Sie sitzen sehr gut und sind aus angenehmem Material. Ich haben sie in mehreren Farben.;2019-01-28 15:05:07;5;515928
58;Unkown;Schicke Form, kaschiert prima. Besser mit festen Cups.;2019-01-28 15:05:07;5;8623725
59;Unkown;"Preis - Leistung sehr gut, wirkt sehr elegant, sehr schön, auch durch die formenden Einsätze "" vertuscht"" es einiges Ist schon mein Zweiter davon :-)";2019-01-28 15:05:07;5;8623725
60;Unkown;Gefällt mir sehr...;2019-01-28 15:05:07;4;515928
61;Unkown;Pflegeleichtes Material, sitzt perfekt;2019-01-28 15:05:07;4;655046
62;Unkown;Leider falscher Artikel und falsche Farbe ;2019-01-28 15:05:07;1;8623725
63;Unkown;Leider falscher Artikel und falsche Farbe ;2019-01-28 15:05:07;1;8623725
64;Unkown;Artikel sitzt gut. Farbe auch okay. ;2019-01-28 15:05:07;4;515928
65;Unkown;"Dieses Kleid ist einfach nur bezaubernd. Durch das Material und den Schnitt fließt das Kleid am Körper und "" klebt "" nirgends an. Leicht und luftig, so wie ein Sommerkleid sein sollte. Dazu ist es pflegeleicht. Schonwäsche, trocknen, anziehen. Ideal für die Reise. Werde mir noch eins bestellen. ";2019-01-28 15:05:07;5;709229
66;Unkown;Material ist schön, nur der Schnitt ist etwas zu breit;2019-01-28 15:05:07;3;709229
67;Unkown;Optisch schön, Größe aber total daneben. Auch bei diesem Badeanzug muss ich leider die rote Karte zeigen, viel zu kurz und zu eng für die bestellte Größe 40. Ein Reinfall, nicht zu empfehlen, oder mindestens 1 Größe mehr;2019-01-28 15:05:07;1;8623725
68;Unkown;Schönes material .Habe den BH schon in schwarz,deswegen habe ich noch mal bestellt.;2019-01-28 15:05:07;5;655046
69;Unkown;saß  seh r  gur;2019-01-28 15:05:07;5;515928
70;Unkown;super Material würde ich mir immer wieder bestellen;2019-01-28 15:05:07;4;515928
71;Unkown;Schöne Jeans, nur leider viel zu lang in der US Größe!;2019-01-28 15:05:07;4;434886
72;Unkown;Sent gut :);2019-01-28 15:05:07;5;1709054
73;Unkown;Der Artikel erfüllt voll und ganz unsere Erwartungen. Preis und Qualität stimmen voll und ganz.;2019-01-28 15:05:07;5;9743730
74;Unkown;Tolle Passform.;2019-01-28 15:05:07;5;515928
75;Unkown;ist im Schritt einfach zu weit;2019-01-28 15:05:07;3;434886
76;Unkown;Ein tolles Teil, in dem man sich nicht nur wohl fühlt, sondern auch auch richtig gut aussieht!!!;2019-01-28 15:05:07;5;654563
77;Unkown;Tolles Kleid kaschiert meine Rundungen, guter Materialmix, leichtes Sommerkleid werd ich oft tragen ;2019-01-28 15:05:07;5;709229
78;Unkown;Sehr angenehme Qualität und gute Passform.;2019-01-28 15:05:07;5;654563
79;Unkown;Vorhänge sind einfach super. Gefallen mir noch besser als auf der Abbildung.;2019-01-28 15:05:07;5;9743730
80;Unkown;Das Teil hat mich echt enttäuscht;2019-01-28 15:05:07;2;654563
81;Unkown;Diese Tops sind einfach klasse. Sehr schön zu tragen.;2019-01-28 15:05:07;4;1709054
82;Unkown;Wunderschöne Shirts! Bin total begeistert! Material ist besser,als ich erwartet hatte. Werde mir noch andere Farben bestellen.;2019-01-28 15:05:07;5;1709054
83;Unkown;Entspricht zu 100\ den Angaben;2019-01-28 15:05:07;4;654563
84;Unkown;Prima BH, kaufe sie schon lange. Bin voll und ganz zufrieden.;2019-01-28 15:05:07;5;654563
85;Unkown;top;2019-01-28 15:05:07;5;434886
86;Unkown;Sehr angenehm zu tragen. Sitzt perfekt. Top Preis-Leistungs-Verhältnis.;2019-01-28 15:05:07;5;654563
87;Unkown;Toller Badeanzug! Habe zwei davon. Sitzt gut, auch in großen Größen. Habe mir die Träger gekürzt, waren bei mir zu lang. Der Busen soll ja nicht sonst wo hängen :-)! ;2019-01-28 15:05:07;5;8623725
88;Unkown;sehr schöne Farbe und sitzt gut. Habe mir auch zusätzlich eine andere Farbe gekauft.;2019-01-28 15:05:07;4;515928
89;Unkown;Super Ware-schöne schwere blickdichte Qualität- leider nicht bügelfrei-aber wirklich schön;2019-01-28 15:05:07;5;9743730
90;Unkown;Durch den Gummizug in der Taille etwas locker sonst klasse;2019-01-28 15:05:07;4;434886
91;Unkown;Sehr schöner Badeanzug. Die Raffungen sehern echt raffiniert aus. ;2019-01-28 15:05:07;5;8623725
92;Unkown;Gute Passform;2019-01-28 15:05:07;5;434886
93;Unkown;sehr chic -bin begeistert;2019-01-28 15:05:07;5;8623725
94;Unkown;Rasche Lieferung. Am Schenkel zu weit.;2019-01-28 15:05:07;4;8623725
95;Unkown;Habe diese Jeans nun auch in blau für meinen Mann gekauft. Er bevorzugt diesen höher geschnittenen Bund. Der Stretcheinsatz ist ideal für's Büro.;2019-01-28 15:05:07;5;434886
96;Unkown;Schöne Farben. Die lange der shirts ist optimal.Die Qualität ist sehr gut.;2019-01-28 15:05:07;5;1709054
97;Unkown;gute Beratung, top service, schnelle Lieferung. ;2019-01-28 15:05:07;4;655046
98;Unkown;Passt, obwohl ich Zwischengrößen nicht unbedingt mag. ;2019-01-28 15:05:07;4;515928
99;Unkown;tolle jeans aber leider viel zu lang  material und form ansonsten sehr schön;2019-01-28 15:05:07;5;434886
100;Unkown;Angenehmes und pflegeleichtes Material. Stoff knittert kaum und ist somit super für den Urlaub im Sommer. Gut kombinierbar mit Capri-Leggings / Shirtjacke / Bolero wenn es kühler wird.;2019-01-28 15:05:07;5;709229
101;Unkown;Gute Qualität ;2019-01-28 15:05:07;5;1709054
102;Unkown;Die Farbe ist etwas gewoehnungsbeduerftig aber mal etwas anderes. Sitzt sehr gut und entspricht der angegebenen Groesse.;2019-01-28 15:05:07;5;515928
103;Unkown;Sehr schöne Qualität, passt gut und tolle Farben.;2019-01-28 15:05:07;5;1709054
104;Unkown;Sieht sehr schön aus ;2019-01-28 15:05:07;5;8623725
105;Unkown;Super schön locker und gute Qualität ;2019-01-28 15:05:07;5;1709054
106;Unkown;Super schön locker und gute Qualität ;2019-01-28 15:05:07;5;1709054
107;Unkown;Tolle Farbe (grün), nicht zu aufdringlich, kaschiert wunderbar einige Pfunde. Schöne breite Träger. Auch die Polster sitzen gut. Ich bin sehr zufrieden! ;2019-01-28 15:05:07;5;8623725
108;Unkown;Die Hose sitzt gut nur die Beinlänge passt nicht. Bin aber froh für den Preis eine so Grosse Größe zu bekommen.;2019-01-28 15:05:07;3;434886
109;Unkown;Super schön, ist aber leider in meiner Größe viel zu eng ausgefallen! ;2019-01-28 15:05:07;4;655046
110;Unkown;Die weite ist perfekt, binbei der Arbeit immer in Bewegung da darf es nicht zu eng sein.;2019-01-28 15:05:07;4;1709054
111;Unkown;Hose in Ordnung. Für diesen Preis sehr schön. Wir haben die Hose allerdings noch nicht gewaschen. Lieferung war schnell.;2019-01-28 15:05:07;5;434886
112;Unkown;Super Artikel, habe schon mehrere Farben zu Hause. Sehr zu empfehlen.;2019-01-28 15:05:07;5;515928
113;Unkown;Preis Leistung ist sehr gut ;2019-01-28 15:05:07;4;434886
114;Unkown;Alles perfekt, Preis, Qualität. Hatte diesen Vorhang schon. Da er sehr pflegeleicht ist und auch sonst sehr gut aussieht, habe ich ihn jetzt noch einmal für ein anderes Zimmer bestellt. ;2019-01-28 15:05:07;5;9743730
115;Unkown;Sehr guter Tragekomfort und super Material!;2019-01-28 15:05:07;5;655046
116;Unkown;Habe schon einige verdunklungsvorhänge von bonprix und bin restlos zufrieden ;2019-01-28 15:05:07;4;9743730
117;Unkown;Material gut ....sitzen leider alle unterschiedlich mal etwas enger aber auch genau richtig....schade das nicht alle gleich sitzen habe 3 bunte und 3 weiße ;2019-01-28 15:05:07;3;654563
118;Unkown;super schöne bequeme BH's ;2019-01-28 15:05:07;5;654563
119;Unkown;Farbe und Material wie im Angebot beschrieben. Ein sehr schön gearbeiteter und leichter Sommerschuh.;2019-01-28 15:05:07;5;553018
120;Unkown;Etwas  härteres, festes Material. Drückt ein bisschen die Brüste platter. Aber für den Preis völlig ok. Damit die Boobs nicht rumbaumeln, ist der BH top! :-) ;2019-01-28 15:05:07;4;655046
121;Unkown;BH's vom Material sehr schön und die Farben auch. Habe mir Gr. 85C bestellt und passte überhaupt nicht. Sah aus wie Pelle in Wurst. Schade.....;2019-01-28 15:05:07;2;654563
122;Unkown;Funktionell .;2019-01-28 15:05:07;5;655046
123;Unkown;Das Preisleistungsverhältnis ist in Ordnung.;2019-01-28 15:05:07;3;434886
124;Unkown;Die Farbe der Vorhänge entsprach in keinster Weise der Angabe im Katalog. Es war ein Ton der schon ins ockergelb geht. Bei einem Vorhang konnte ich durch die Verpackung schon sehen, daß ein Faden gezogen war (oder Webfehler). Insgesamt war ich nur enttäuscht.;2019-01-28 15:05:07;1;9743730
125;Unkown;Der BH ist qualitativ und aussehensmäßig nicht zu bemängeln, allerdings habe ich Schwierigkeiten mit der Größe. Bei 80D (meine normale BH Größe) sind die Träger einfach viel zu lang, sodass sie von der Schulter rutschen. Demnächst muss ich vielleicht einmal zu 75D greifen. ;2019-01-28 15:05:07;3;553018
126;Unkown;Fünf T-Shirts aus reiner Baumwolle zu einem sehr günstigen Preis. Passend zu jeder Kleidung und endlich wieder lang!;2019-01-28 15:05:07;5;1709054
127;Unkown;passt super;2019-01-28 15:05:07;5;434886
128;Unkown;Passt super;2019-01-28 15:05:07;5;434886
129;Unkown;Ich habe sie inzwischen in schwarz, blau, rot und nun in weiß. Trage Größe 41 und einen schmalen Fuß. Optimale Passform. Da der Schuh nicht so zu eng ist  passt er im Sommer oder abends, wenn der Fuß geschwollen ist bestens.;2019-01-28 15:05:07;5;553018
130;Unkown;Es wäre toll, wenn es die Shirts in einzelnen Farben auch in 3er-Packs gäbe: 3 schwarze, 3 weiße, 3 rote, usw. Da ich 1,78 m groß bin, würde ich es begrüßen, wenn die Shirts noch 5 cm länger wären.;2019-01-28 15:05:07;4;1709054
131;Unkown;Das Kleid entspricht genau meinen Erwartungen. Bei meiner Körpergröße von 156 cm ist es zwar etwas länger als auf den Abblidungen, aber damit hatte ich gerechnet und somit passt es genau so, wie ich es haben wollte.;2019-01-28 15:05:07;5;709229
132;Unkown;Passform ist ok. Allerdings verziehen sich die Shirts bereits nach einer Wäsche bei 30°, zeigt sich an den Seitennähten. Auch am unteren Bund zeigten sich bereits nach der 1. Wäsche Falten, die sich nur mühsam herausbügeln lassen und sicherlich nach weiteren Wäschen vermehrt auftreten.;2019-01-28 15:05:07;1;1709054
133;Unkown;Hat mir leider nicht so gefallen. Hatte zum glück noch andere Badeanzüge zur Auswahl besgellt. Hat bei mir auch nicht sonderlich was geformt :/;2019-01-28 15:05:07;3;8623725
134;Unkown;Schönes leichtes Material,sitzt scvhön locker un umspielt die Problemzonen. Frische Farben gutes Tragegefühl.;2019-01-28 15:05:07;5;1709054
135;Unkown;alles gut passt liebe grüße, Werner. danke;2019-01-28 15:05:07;5;434886
136;Unkown;Das Produkt erfüllt die Ansprüche.;2019-01-28 15:05:07;5;9743730
137;Unkown;Viel zu eng. Ging zurück;2019-01-28 15:05:07;1;655046
138;Unkown;Diese T-Shirts sind super Basics. Die große Farbauswahl und der Preis sind top. Ob solo getragen oder unter Weste, Jacke oder Pullover, einfach gut zu kombinieren. Ich habe schon letztes Jahr 3 dieser Sets gekauft und häufig gewaschen. Keine Probleme: pflegeleicht 30°, danach in den Trockner (pflegeleicht und schonen), fertig. Bitte nicht als Kochwäsche 30°, dann könnten sie sich tatsächlich verziehen!;2019-01-28 15:05:07;5;1709054
139;Unkown;Ich bin sehr zufrieden mit dem schönen Shirt-Kleid! Ich habe es in schwarz, dazu kann man eine weiße Leggings kombinieren und es sitzt einfach perfekt. Habe es in Größe 44 bestellt. Schöner leichter Stoff!;2019-01-28 15:05:07;5;709229
140;Unkown;Für diesen Preis sehr schöne Longshirts. Fallen größer aus.  ;2019-01-28 15:05:07;3;1709054
141;Unkown;schöner leichter Stoff, sehr schön verarbeitet;2019-01-28 15:05:07;5;9743730
142;Unkown;Die Shirts haben den Trockner gut überstanden.;2019-01-28 15:05:07;5;1709054
143;Unkown;Schnitt unvorteilhaft, Material zu dick für eine Sommerhose, ging zurück;2019-01-28 15:05:07;2;44970574
144;Unkown;Schöne lange T-Shirts in guter Passform zu einem günstigen Preis.;2019-01-28 15:05:07;5;1709054
145;Unkown;sehr festes Material sitzt sehr gut;2019-01-28 15:05:07;5;8623725
146;Unkown;schöne, intensive Farben angenehmes Material angemessener Preis;2019-01-28 15:05:07;4;1709054
147;Unkown;Riecht ein bisschen nach Farbe aber nach dem Waschen ok . Mein lieblings Kleid.;2019-01-28 15:05:07;4;709229
148;Unkown;Für den Preis nicht schlecht. Beim Waschen bleiben die T-Shirts in Form.;2019-01-28 15:05:07;5;1709054
149;Unkown;Die T-Shirt´s haben die erste Wäsche ohne Probleme überstanden. Sie haben sich nicht verzogen. Die Farben sind echt toll. Werden nicht meine letzten bleiben.;2019-01-28 15:05:07;5;1709054
150;Unkown;in den vergangenen Jahren war die Verarbeitung eindeutig besser. ich bin mit dem Artikel  nicht zufrieden. Schade!  ;2019-01-28 15:05:07;1;553018
151;Unkown;Super Kauf, ein wunderbares Tragegefühlauch die Farben sind sehr schön.;2019-01-28 15:05:07;5;654563
152;Unkown;Die grauen sind soooo dünn!! Die Schwarzen sind stabil und laufen sich gut, aber die Grauen.. Ne ne.. Man rutscht richtig hin und her. Nicht so schön.;2019-01-28 15:05:07;3;553018
153;Unkown;Für diesen Preis sind die T-shirts ok. Bei mir verziehen sie sich kaum. Werde sie im Feinwaschgang waschen, das soll besser sein. Ich finde sie einfach nur toll !!!!;2019-01-28 15:05:07;4;1709054
154;Unkown;Für diesen Artikel wurde eine Rezension ohne Text abgegeben.;2019-01-28 15:05:07;1;1709054
155;Unkown;Ich habe diese Vorhänge in grün bestellt, schöne Farbe und ein guter Stoff.;2019-01-28 15:05:07;4;9743730
156;Unkown;Kleid passt. Ist aber nur was für zuhause;2019-01-28 15:05:07;3;709229
157;Unkown;Bin begeistert von den Vorhängen,wie die abdunkeln.;2019-01-28 15:05:07;5;9743730
158;Unkown;sehr gute Qualität gutes Preisleistungsverhältnis;2019-01-28 15:05:07;5;8623725
159;Unkown;Die Ballerinas sind super bequem, ich werde sie auch noch in weiteren Farben bestellen!;2019-01-28 15:05:07;4;553018
160;Unkown;"haben sich nach der Wäsche total verzogen;";2019-01-28 15:05:07;2;1709054
161;Unkown;Einfach Super, bin sehr zufrieden. ;2019-01-28 15:05:07;5;709229
162;Unkown;Die Hose gefiel mir eigentlich sehr gut. War mir nur viel zu lang. Farbe ist auch sehr schön. Habe mich trotzdem dafür entschieden sie zurück zuschicken.;2019-01-28 15:05:07;5;44970574
163;Unkown;Der Artikel ist in Ordnung, sowohl Preis und Qualität. Allerdings bin ich wegen der Lieferzeiten verärgert. 1. Nach Erhalt des Kataloges habe ich umgehend bestellen wollen, leider waren 60% der von mir ausgewählten Artikel schon ausverkauft. 2. Der erste Teil der Lieferung kam nach über einer Woche, der nächste Artikel mehr als eine weitere Woche später, noch habe ich nicht alle bestellten Artikel erhalten. Aus diesem Grunde bin ich mit diesem Teil Ihres Services unzufrieden.;2019-01-28 15:05:07;3;709229
164;Unkown;Habe die T-Shirts in 36/38 bestellt.. jedoch waren sie viel zu weit und auch sehr lang..  Meine Mutter trägt 48 und selbst ihr waren die Shirts noch zu groß. Ansonsten sind die T-Shirts wirklich sehr schön.;2019-01-28 15:05:07;2;1709054
165;Unkown;Habe wenig erwartet für den Preis. Bin trotzdem enttäuscht: Bis auf ein Shirt, das insgesamt enger war, waren alle V-Ausschnitte nicht tragbar. Viel zu groß, wenn man nicht barbusig unterwegs sein will und die Ausschnittverblendung stand ab und hat sich gewellt, so dass es auch mit Top darunter nicht ging.;2019-01-28 15:05:07;1;1709054
166;Unkown;Habe die T-Shirts schon in jegliche Farben, mit und ohne Ärmel. Beim Waschen hat sich da noch nie etwas verändert an Farbe oder Form. Obwohl sie sehr oft gewaschen werden, da ich sie für die Arbeit brauche. Ich kanns nur empfehlen! Seit kurzem ist auch das Material viel sanfter geworden, seit meiner letzten Bestellung im Juni. Wirklich super!;2019-01-28 15:05:07;5;1709054
167;Unkown;Habe leider auf die Empfehlung der anderen Kundinnen gehört und den Schuh in Größe 39 bestellt (schwanke sonst zwischen 39-40, eher 39). Viel zu klein :-( Entweder ist die Verarbeitung jetzt anders oder meine Füße jenseits jeglicher Norm. Schade. Probier jetzt nochmal 40 zu bestellen und bin gespannt.;2019-01-28 15:05:07;4;553018
168;Unkown;Ich habe diese Ballerina in schwarz und Größe 37 gekauft, obwohl ich eigentlich 38 habe. So passen sie jetzt aber sehr gut, sind leicht, die Sohle flexibel und die Ballerina halten sicher nicht die nächsten 5 Jahre, aber für den Preis lang genug. Nur zu empfehlen!;2019-01-28 15:05:07;5;553018
169;Unkown;Ich habe gerade diese Ballerinas in schwarz, weiß und grau bekommen. Schwarz und weiß sind im großen und ganzen okay. Grau macht einen sehr unstabilen Eindruck. Die Schuhe an sich sind sehr dünn und die Sohle ist sehr flach. Farben sind gut. Ich denke ich werde sie trotzdem alle behalten, da man für den Preis vielleicht nicht mehr verlangen kann.;2019-01-28 15:05:07;3;553018
170;Unkown;Die BHs sind echt bequem und super schön. Top Qualität! Für den Preis lohnt es sich.;2019-01-28 15:05:07;5;654563
171;Unkown;"Ich habe den Schuh in ""Schlange"", er passt ganz genau und macht einen hübschen Fuß. Das Blumenfutter ist extrem häßlich, sieht man ja aber nicht.";2019-01-28 15:05:07;5;553018
172;Unkown;"Ich liebe Ballerinas, besonders, wenn sie so schön weich sind wie diese hier! Sie sind echt toll, vor allem die Farbe! Und ich muss mich wirklich zurückhalten, alle Farben zu bestellen;-) Größe 38 passt super, bei meiner normalen Schuhgröße von 39. Ich kann die Ballerinas nur empfehlen! EINFACH TOLL! ";2019-01-28 15:05:07;5;553018
173;Unkown;Material,Farbe,Qualität,alles bestens.;2019-01-28 15:05:07;5;434886
174;Unkown;Schöne krätige Farben.Super Passform.;2019-01-28 15:05:07;5;1709054
175;Unkown;Artikel sieht auf dem foto besser aus muss auch eine nummer grösser bestellt werden da aber meine gesamte bestellung vom lager aus nicht den artikeln entsprach und das nachbestellen auch in die hose gingund bei dem badeanzug der hermes shop trotz anruf nach 5 min nicht dort abgeliefert wurde sehr traurig ;2019-01-28 15:05:07;1;8623725
176;Unkown;hat alles super geklappt.;2019-01-28 15:05:07;4;434886
177;Unkown;Hält alles fest zusammen. Bin ganz zufrieden.;2019-01-28 15:05:07;4;655046
178;Unkown;Angenehm auf der Haut, Preis ist total ok;2019-01-28 15:05:07;4;654563
179;Unkown;Ich habe meine ganze Wohnung mit diesen Vorhängen bestückt, super- und sie haben auch dämmenden Eigenschaften, gegen Hitze  und Kälte von außen. Bin sehr zufrieden!!;2019-01-28 15:05:07;5;9743730
180;Unkown;Der Vorhang ist super! Die Qualität nicht ganz so schwer wie gedacht, aber trotzdem für den Preis einfach unschlagbar! Er dunkelt in grün perfekt ab und hält auch die Kälte draussen.;2019-01-28 15:05:07;5;9743730
181;Unkown;super Bund;2019-01-28 15:05:07;5;434886
182;Unkown;ok;2019-01-28 15:05:07;2;655046
183;Unkown;Die Hose sitzt angenehm und wird durch den Dehnbund optimal gehalten.;2019-01-28 15:05:07;5;434886
184;Unkown;Leider schickte ich den Badeanzug zurück, da mir die Oberweite zu klein war.;2019-01-28 15:05:07;3;8623725
185;Unkown;Die Träger sind sehr breit, habe die BHs in Größe 90 bestellt und finde sie fallen knapp aus. Alles in allem aber in Ordnung für den Preis.;2019-01-28 15:05:07;4;654563
186;Unkown;zu weit und nicht sehr anschmiegsam;2019-01-28 15:05:07;2;434886
